Information here is subject to the policy as set forth by Gale in the terms and conditions found here: https://support.gale.com/terms/

Search Terms, "Directory Title ("Encyclopedia of Associations: National Organizations of the U.S.") And Edition (57)  LIMITS: Database (Encyclopedia of Associations: National Organizations of the U.S...."

Document Number,Entity Name,Main Address - Street1,Main Address - Street2,Main Address - Street3,Main Address - Street4,Main Address - Street5,Composed City,City,State Code,Zip Code,Country,Telephone Area Code,Telephone Number,Toll Free Number,Fax Number,Organization Email Address,Organization Website URL,SIC Code,SIC Description,SIC Code - collectIndustries Served,SIC Description - Industries Served,Year Founded,Number of Employees,Budget,Number of Members,Library Maintained,Awards Bestowed,Award Type,Publications Issued,Publication Type,Publication Frequency,Advertising Accepted,Conventions/Meetings Held,Conventions/Meeting Type,Exhibits,Subject Descriptor,Section Number,Section Heading,Officer 1,Officer 2,Officer 3,Officer 4,Officer 5
"UOIVVZ227697304","Football Writers Association of America (FWAA)","18652 Vista Del Sol Dr.","","","","","Dallas, TX 75287-4021 USA","Dallas","TX","75287-4021","United States","972","(972)713-6198","","","help@sportswriters.net","http://sportswriters.net/fwaa; http://www.twitter.com/thefwaa","2741","Miscellaneous Publishing","7941","Sports Clubs, Managers and Promoters","1941","","137918","","None Reported","Yes","Award; Recognition; Trophy","","Directory; Newsletter","September; annual; periodic","Yes","None Reported","","","Football; Athletes; Athletics; Journalism; Journalists; Magazines; Newspapers; Professionals; Sports; Writers","14","Athletic and Sports Organizations","Steve Richardson","","","",""
"NUIKLY654531878","Forward in Faith North America (FiFNA)","PO Box 210248","","","","","Bedford, TX 76095-7248 USA","Bedford","TX","76095-7248","United States","","","800-225-3661","","","http://www.fifna.org; http://www.facebook.com/FIFNA","","","8399","Social Services Nec","1989","3","","18000","None Reported","None Reported","","","","","","None Reported","","","Episcopal","11","Religious Organizations","Michael Howell","","","",""
"QAAYUU911967816","Fullblood Simmental Fleckvieh Federation (FSFF)","PO Box 321","","","","","Cisco, TX 76437 USA","Cisco","TX","76437","United States","","","855-353-2584","(855)638-2582","info@fleckvieh.com","http://fleckvieh.com","","","0751; 0212; 0211; 0212; 0211","Livestock Services; Beef Cattle Except Feedlots; Beef Cattle Feedlots; Beef Cattle Except Feedlots; Beef Cattle Feedlots","1995","","","","None Reported","None Reported","","","Newsletter","quarterly","Yes","None Reported","","","Cattle; Animal Breeding; Animals; Business","02","Environmental and Agricultural Organizations","Mikell Davis","","","",""
"WUZZTQ121647844","Furniture Bank Association of North America (FBANA)","c/o Dallas Furniture Bank","1417 Upfield Dr., Ste. 104","","","","Carrollton, TX 75006 USA","Carrollton","TX","75006","United States","972","(972)466-0600","","","ContactUs@FurnitureBanks.org","http://www.furniturebanks.org","","","","","1999","","","","None Reported","None Reported","","","","","","None Reported","","","Social Welfare; Housewares; Social Service; Social Welfare; Social Work","07","Social Welfare Organizations","Paul Dohm","","","",""
"MSHNGI713044288","GI Joe Collectors' Club","225 Cattle Baron Parc","","","","","Fort Worth, TX 76108 USA","Fort Worth","TX","76108","United States","817","(817)448-9863","","","admin2@funpubinc.com","http://www.gijoeclub.com; http://www.facebook.com/GIJoeCollectorsClub; http://twitter.com/The_GIJoe_Club","","","7699","Repair Services Nec","1986","","","7800","None Reported","None Reported","","","Newsletter","","No","Yes","convention","Yes","Toys","13","Hobby and Avocational Organizations","Brian Goldner","","","",""
"KDLLTF785935807","Global Semiconductor Alliance (GSA)","12400 Coit Rd., Ste. 650","","","","","Dallas, TX 75251 USA","Dallas","TX","75251","United States","972","(972)866-7579","888-322-5195","(972)239-2292","","http://www.gsaglobal.org; http://www.facebook.com/GlobalSemiconductorAlliance; http://www.linkedin.com/groups/4819842/profile; http://twitter.com/GlobalSemi","","","3674","Semiconductors and Related Devices","1994","","","","None Reported","Yes","Recognition; Award","","","","","None Reported","","","Electronics","01","Trade, Business, and Commercial Organizations","Jodi Shelton","","","",""
"IXUNGH281147290","Globe Aware","6500 E Mockingbird Ln., Ste. 104","","","","","Dallas, TX 75214-2497 USA","Dallas","TX","75214-2497","United States","214","(214)824-4562","877-588-4562","(214)824-4563","info@globeaware.org","http://www.globeaware.org; http://www.facebook.com/globeaware; http://www.linkedin.com/company/globe-aware; http://twitter.com/GlobeAware","8399","Social Services Nec","","","2001","2","851959","","None Reported","None Reported","","","","","","None Reported","","","Voluntarism","07","Social Welfare Organizations","Shanti Shahani","","","",""
"GXQQFT879857856","Good News, A Forum for Scriptural Christianity","PO Box 132076","","","","","The Woodlands, TX 77393-2076 USA","The Woodlands","TX","77393-2076","United States","832","(832)813-8327","","(832)813-5327","info@goodnewsmag.org","http://goodnewsmag.org","","","8399","Social Services Nec","1966","10","750000","","None Reported","None Reported","","","","","","None Reported","","","Methodist; Christian; Christianity; Churches; Evangelical; Evangelism; Evangelization; Religion","11","Religious Organizations","Rev. Rob Renfroe","","","",""
"VZGUZN989225270","Group for the Advancement of Psychiatry (GAP)","PO Box 570218","","","","","Dallas, TX 75357-0218 USA","Dallas","TX","75357-0218","United States","972","(972)613-0985","","(972)613-5532","frda1@airmail.net","http://www.ourgap.org","","","8049; 8299","Offices of Health Practitioners Nec; Schools and Educational Services Nec","1946","2","320313","300","None Reported","None Reported","","","Manual","","No","None Reported","","","Psychiatry","08","Health and Medical Organizations","","","","",""
"NLLNQQ539979512","Health Occupations Students of America (HOSA)","548 Silicon Dr., Ste. 101","","","","","Southlake, TX 76092 USA","Southlake","TX","76092","United States","","","800-321-4672","","","http://www.hosa.org; http://www.linkedin.com/groups/3444297/profile; http://twitter.com/nationalhosa","","","8299; 8222","Schools and Educational Services Nec; Junior Colleges","1976","","750000","","None Reported","None Reported","","","Magazine","","No","Yes","conference","None Reported","Medical Education","05","Educational Organizations","Nancy Allen","","","",""
"XENBPG615270488","The Heart Smiles (THS)","PO Box 592798","","","","","San Antonio, TX 78259 USA","San Antonio","TX","78259","United States","210","(210)771-8157","","","info@theheartsmiles.org","http://www.theheartsmiles.org; http://www.facebook.com/Heart-Smiles-173875535973047; http://twitter.com/heart_smiles_","","","","","2009","","","","None Reported","None Reported","","","","","","None Reported","","","Child Welfare; Child Care; Ghana","07","Social Welfare Organizations","Ama Osei-Bonsu","","","",""
"TOHOOC352671112","Hemochromatosis Information Society","3017 Princeton Dr.","","","","","Plano, TX 75075 USA","Plano","TX","75075","United States","214","(214)702-2698","","","info@hemoinfo.org","http://www.hemoinfo.org","8399","Social Services Nec","8322","Individual and Family Services","","","","","None Reported","None Reported","","","","","","None Reported","","","Hemochromatosis","08","Health and Medical Organizations","","","","",""
"PIPOVV617687830","Hispanic Genealogical Society","PO Box 231271","","","","","Houston, TX 77223-1271 USA","Houston","TX","77223-1271","United States","","","","(281)449-4020","","http://www.hispanicgs.com","","","","","1983","","","300","None Reported","None Reported","","","","","","None Reported","","","Genealogy","12","Veterans', Hereditary, and Patriotic Organizations","Lee Gonzalez","","","",""
"JJPLOQ678816966","Hobby Distiller's Association (HDA)","5970 Park Vista Cir., Ste. 190","","","","","Keller, TX 76244 USA","Keller","TX","76244","United States","817","(817)750-2739","","","","http://www.hobbydistillersassociation.org; http://www.facebook.com/pages/Hobby-Distillers-Association/257584314421895","","","2085","Distilled and Blended Liquors","2014","","","","None Reported","None Reported","","","","","","None Reported","","","Alcoholic Beverages; Alcohol","13","Hobby and Avocational Organizations","","","","",""
"CKUAHR859977255","Home-Based Working Moms (HBWM)","PO Box 1628","","","","","Spring, TX 77383 USA","Spring","TX","77383","United States","281","(281)757-2207","","","","http://www.hbwm.com","","","8744","Facilities Support Services","1995","1","","","None Reported","None Reported","","","","","","None Reported","","","Business","01","Trade, Business, and Commercial Organizations","","","","",""
"OWHCYD404453708","Hospitality Financial and Technology Professionals (HFTP)","11709 Boulder Ln., Ste. 110","","","","","Austin, TX 78726 USA","Austin","TX","78726","United States","512","(512)249-5333","800-646-4387","(512)249-1533","membership@hftp.org","http://www.hftp.org; http://www.facebook.com/HFTPGlobal; http://www.linkedin.com/company/hftp; http://twitter.com/hftp","","","8742; 7011; 5812; 7011; 5812","Management Consulting Services; Hotels and Motels; Eating Places; Hotels and Motels; Eating Places","1952","18","2300000","5200","None Reported","Yes","Recognition","","Journal","quarterly","Yes","Yes","convention; tradeshow","Yes","Finance","01","Trade, Business, and Commercial Organizations","Scott Campbell","","","",""
"YTVYBX429498677","The Hydrographic Society of America (THSOA)","PO Box 841361","","","","","Houston, TX 77284 USA","Houston","TX","77284","United States","774","(774)773-8470","","","admin@thsoa.org","http://www.thsoa.org; http://www.facebook.com/thsoanational; http://www.linkedin.com/company/the-hydrographic-society-of-america; http://twitter.com/thsoanational","","","8713","Surveying Services","1984","","","500","None Reported","None Reported","","","Magazine; Newsletter","8/year; quarterly","No","None Reported","","","Surveying","04","Engineering, Technological, and Natural and Social Sciences Organizations","Brian Busey","","","",""
"CIRSSM602424646","Igbere Progressive Association International (IPAI)","c/o Chuck Oko, Board Secretary","PO Box 540814","","","","Houston, TX 77254 USA","Houston","TX","77254","United States","713","(713)773-4887","","(713)779-0233","info@ipaiinc.org","http://www.ipaiinc.org; http://www.facebook.com/ipaiinc","","","","","2005","","","","None Reported","None Reported","","","","","","None Reported","","","Community Development; Nigerian; Community Service; Minorities; Social Welfare; Social Work; Social Service","07","Social Welfare Organizations","Saul Onyeuku","","","",""
"IOULDV720933283","Independent Armored Car Operators Association, Inc. (IACOA)","8000 Research Forest Dr., Ste. 115","","","","","The Woodlands, TX 77382 USA","The Woodlands","TX","77382","United States","281","(281)292-8208","","(281)292-9308","","http://www.iacoa.com","","","7381","Detective and Armored Car Services","1971","1","","127","None Reported","None Reported","","","","","","None Reported","","","Shipping","01","Trade, Business, and Commercial Organizations","Jane Levenhagen","","","",""
"BPJSJZ335355828","Indicorps","3418 Highway 6 S, Ste. B, No. 309","","","","","Houston, TX 77082 USA","Houston","TX","77082","United States","983","(983)376-2666","","","info@indicorps.org","http://www.indicorps.org/#default; http://www.facebook.com/indicorps; http://twitter.com/Indicorps","","","","","2001","","","","None Reported","None Reported","","","","","","None Reported","","","Indian","07","Social Welfare Organizations","Dev Tayde","","","",""
"OAEPJT936793019","Institute for Creation Research (ICR)","1806 Royal Ln.","","","","","Dallas, TX 75229 USA","Dallas","TX","75229","United States","","","800-337-0375","","contact@icr.org","http://www.icr.org; http://www.facebook.com/icrscience; http://www.linkedin.com/company/2010945; http://twitter.com/ICRscience","","","8733","Noncommercial Research Organizations","1970","54","12344544","","Yes","None Reported","","","Magazine","monthly; quarterly","","Yes","educational activity","","Research","11","Religious Organizations","Lawrence Ford","","","",""
"YWRVRL195637109","Institute of Chinese Culture (ICC)","10550 Westoffice Dr.","","","","","Houston, TX 77042 USA","Houston","TX","77042","United States","713","(713)781-2888; (713)339-1992","","","icctso@yahoo.com","http://www.icc-houston.org","","","8299","Schools and Educational Services Nec","1970","4","","100","None Reported","None Reported","","","","","","None Reported","","","Chinese","06","Cultural Organizations","Francoise Shih","","","",""
"XANWFS931463731","InterAmerican Heart Foundation (IAHF)","7272 Greenville Ave.","","","","","Dallas, TX 75231-4596 USA","Dallas","TX","75231-4596","United States","","","","","iahf@interamericanheart.org","http://www.interamericanheart.org; http://www.facebook.com/interamericanheart/; http://twitter.com/IAHFnews","8399","Social Services Nec","8322","Individual and Family Services","1992","10","349075","31","None Reported","None Reported","","","","","","None Reported","","","Cardiology","08","Health and Medical Organizations","Ana Tambussi","","","",""
"JUXNPX856100204","Intercultural Cancer Council (ICC)","1 Baylor Plz., MS 620","","","","","Houston, TX 77030-3411 USA","Houston","TX","77030-3411","United States","713","(713)798-4614","","(713)798-3990","","http://iccnetwork.org","","","8399","Social Services Nec","","","","","None Reported","None Reported","","","","","","None Reported","","","Cancer","08","Health and Medical Organizations","Pamela M. Jackson","","","",""
"PSMACN685340796","International Aeronauts League (IAL)","PO Box 200931","","","","","Austin, TX 78720-0931 USA","Austin","TX","78720-0931","United States","512","(512)740-2506","","","info@interaeroleague.com","http://www.interaeroleague.com","","","7941","Sports Clubs, Managers and Promoters","2004","","","","None Reported","None Reported","","","","","","None Reported","","","Ballooning; Balloon; Science; Sports","13","Hobby and Avocational Organizations","John S. Craparo","","","",""
