Information here is subject to the policy as set forth by Gale in the terms and conditions found here: https://support.gale.com/terms/

Search Terms, "Directory Title ("Publishers Directory") And Edition (41)  LIMITS: Database (Publishers Directory)"

Document Number,Entity Name,Main Address - Street1,Main Address - Street2,Main Address - Street3,Main Address - Street4,Main Address - Street5,Composed City,City,State Code,Zip Code,Country,Telephone Area Code,Telephone Number,Toll Free Number,Fax Number,Organization Email Address,Organization Website URL,Annual Sales,Officer 1,Officer 2,Officer 3,Officer 4,Officer 5
"OXENTX111074357","Bolton Press Atlanta","1090 Crest Brook Ln.","","","","","Roswell, GA 30075-3403 USA","Roswell","GA","30075-3403","United States","770","(770)645-1886","","(770)649-0999","contactus@boltonpress.com","http://www.boltonpress.com","","","","","",""
"YTOXSG316820359","Bond Buyer's Municipal Marketplace Group","4709 Golf Rd., 6th Fl.","","","","","Skokie, IL 60076 USA","Skokie","IL","60076","United States","847","(847)933-5160","800-321-3373","(847)676-9616","mmo-clientservices@munimarketplace.com","http://www.munimarketplace.com","","Marjorie S. Mizes","Grace Mullarkey","Aylesa Singley","Thomas Toussaint",""
"QRZAIS258471114","Bondcliff Books","4 Eames Way","","","","","Littleton, NH 03561 USA","Littleton","NH","03561","United States","603","(603)444-4880","","(603)444-4880","info@bondcliffbooks.com","http://www.bondcliffbooks.com","","Mike Dickerman","","","",""
"LUVWSM638713930","Bonde Press","175 W 13th St.","","","","","New York, NY 10113-0443 USA","New York","NY","10113-0443","United States","212","(212)924-6089","","","","","","Allen Morrison","Allen S Morrison","","",""
"AFNUKM945360799","Bone World Publishing","3700 County Route 24","","","","","Russell, NY 13684 USA","Russell","NY","13684","United States","","","","","","http://www.boneworldpublishing.com","","Nancy Berbrich","John Berbrich","","",""
"LQYSXP529277359","Bonfire Press L.C.","171 E 3rd St., Ste. 708","","","","","Salt Lake City, UT 84103 USA","Salt Lake City","UT","84103","United States","801","(801)322-0196","","(801)983-6798","bonfirepress@msn.com","http://www.bonfirepress.com","","Bonnie Robinson","","","",""
"MQXYFY676661851","Bonjour Books","6221 Carlson Dr.","","","","","New Orleans, LA 70122 USA","New Orleans","LA","70122","United States","","","","","","","","Brenda Muller","","","",""
"FWTVYN125278025","Bookables Publishing Co.","12 Creek Rim Dr.","","","","","Titusville, NJ 08560 USA","Titusville","NJ","08560","United States","609","(609)730-1937","","","","","","","","","",""
"AILWTH164217176","Book & Tackle Shop","166 Main St.","","","","","Westerly, RI 02891 USA","Westerly","RI","02891","United States","401","(401)315-2424","","","bkandtac@aol.com","","","Ellery Thompson","Prof. Bernard L. Gordon","","",""
"NZIVOO248216289","Book and Periodical Council","192 Spadina Ave., Ste. 107","","","","","Toronto, ON, Canada M5T 2C2","Toronto","ON","M5T 2C2","Canada","416","(416)975-9366","","(416)975-1839","info@thebpc.ca","http://www.thebpc.ca","","Anita Purcell","Anne McClelland","","",""
"GLLIID431386402","Book Box Inc.-Book Fairs","3126 Purdue Ave.","","","","","Los Angeles, CA 90066 USA","Los Angeles","CA","90066","United States","310","(310)391-2313","","(310)441-0849","","","","Lauren Sackett","Donna Egstrom","Ann Epstein","",""
"GCAJTO597558243","Bookery Publishing Co.","6899 Riata Dr.","","","","","Redding, CA 96002 USA","Redding","CA","96002","United States","1; 530","(530)365-8068","","","","","","Pat Rooney","David Tompkins","Betty Doty","",""
"XBDUWT119591236","The Book House Inc.","208 W Chicago St.","","","","","Jonesville, MI 49250-0125 USA","Jonesville","MI","49250-0125","United States","517","(517)849-2117","800-248-1146","(517)849-9716","","http://www.thebookhouse.com","","James Marsh","Melodie Coles","John Ansett","",""
"CXWQRN130581454","Book Industry Study Group","145 W 45th St., Ste. 601","","","","","New York, NY 10036 USA","New York","NY","10036","United States","646","(646)336-7141","","(646)336-6214","info@bisg.org","http://www.bisg.org","880000","Ken Michaels","Len Vlahos","Angela Bole","",""
"OVGZQP417033268","Booklyn Artists Alliance","4th Fl., Ste. E4G","37 Greenpoint Ave.","","","","Brooklyn, NY 11222 USA","Brooklyn","NY","11222","United States","","","","","","http://booklyn.org","","Kurt Allerslev","","","",""
"QMBYEK010469791","Bookmarker's Friend Press","3560 Jamison Way, Ste. 9","","","","","Castro Valley, CA 94546-4320 USA","Castro Valley","CA","94546-4320","United States","510","(510)886-4801","","","","","","John O'Donnell","","","",""
"ATKUVJ150911642","BookMasters Distribution Services","30 Amberwood Pkwy.","","","","","Ashland, OH 44805 USA","Ashland","OH","44805","United States","","","877-537-6727","(419)281-0200","","http://www.bookmastersdistribution.com","","","","","",""
"GJKPTM293154706","Bookmasters Inc.","30 Amberwood Pkwy.","","","","","Ashland, OH 44805-9765 USA","Ashland","OH","44805-9765","United States","419","(419)281-5100","800-247-6553","(419)281-6883","info@atlasbooks.com","http://www.bookmasters.com","21100000","Ann Wurster","Mark Levine","David Wurster","Tracey Clegg","Scott Denman"
"DTGAMU904400409","BookMobile","5120 Cedar Lake Rd.","","","","","Minneapolis, MN 55416 USA","Minneapolis","MN","55416","United States","","","844-488-4477","","","http://www.bookmobile.com","","Nicole Baxter","","","",""
"FTUSTS665946800","Book of Revelation Explained Publisher","339 E Laguna Dr.","","","","","Tempe, AZ 85282-5331 USA","Tempe","AZ","85282-5331","United States","480","(480)967-3066","","(480)390-2674","bibleprophecy_ndbpsa@yahoo.com","http://www.netministries.org/see/charmin/CM00407","948000","Patricia H. Burns","L. A. Dauderman","","",""
"ULNAZC234249833","Book Sales Inc.","114 Northfield Ave.","","","","","Edison, NJ 08837-3805 USA","Edison","NJ","08837-3805","United States","732","(732)225-0530","800-526-7257","(732)225-2257","customerservice@booksalesusa.com","http://www.booksalesusa.com","","Melvin Shapiro","Dan Rich","","",""
"EVUOSS804662061","Books Collective","214-21 10405 Jasper Ave.","","","","","Edmonton, AB, Canada T5J 3S2","Edmonton","AB","T5J 3S2","Canada","1; 780","(780)448-0590","","(780)448-0640","","","","Eva Marie Clarke","Candas Jane Dorsey","","",""
"ZYPIXS592566255","Book Service of Puerto Rico Inc.","102 Jose de Diego Ave.","","","","","San Juan, Puerto Rico 00907-2345","San Juan","PR","00907-2345","United States","787","(787)728-5000","","(787)726-6131","","","","William Irizarry, Sr.","Felix Matei","","",""
"MTITGH664255264","Books on Business","5482 Burlingame Ave.","","","","","Buena Park, CA 90621 USA","Buena Park","CA","90621","United States","1; 714","(714)523-0357","","(714)523-0357","","","","James E. Kristy","","","",""
"HTYQDX171398331","Boomer Books","915 Vale View Dr.","","","","","Vista, CA 92081 USA","Vista","CA","92081","United States","760","(760)758-1536","","(760)726-8221","bill@boomer-books.com","http://www.boomer-books.com","","Joseph L. Matthews","William J. Grote","","",""
"UYQITX318434768","Boone and Crockett Club","250 Station Dr.","","","","","Missoula, MT 59801 USA","Missoula","MT","59801","United States","406","(406)542-1888","888-840-4868","(406)542-0784","bcclub@boone-crockett.org","http://www.boone-crockett.org","840000","Lisa Flowers","Keith Balfourd","Tony Schoonen","",""
"GRGKYY698655441","Bootstrap Press","777 United Nations Plz., Ste. 3C","","","","","New York, NY 10017 USA","New York","NY","10017","United States","914","(914)271-6500","800-316-2739","","cipany@igc.org","","90000","Judy Rizzi","Ward Morehouse","Judi Rizzi","Gabrielle Sindorf",""
"YMHFZG704606566","Bootstrap Productions","31 Wyman St.","","","","","Lowell, MA 01852 USA","Lowell","MA","01852","United States","","","","","","http://www.bootstrapproductions.org","","","","","",""
"DUEXJE049065997","Borderline Publishing L.L.C.","406 S 3rd St.","","","","","Boise, ID 83704 USA","Boise","ID","83704","United States","208","(208)475-4950","","(208)475-4878","","","","","","","",""
"XZYJDM297319193","Borealis Music","14409 Cartwright Ave.","","","","","Summerland, BC, Canada V0H 1Z8","Summerland","BC","V0H 1Z8","Canada","250","(250)494-5111","","","","http://borealisrecords.com","40000","Linnea Good","John Willis","Brenda Murti","",""
"MEMYUY576028258","Bosck Publishing House","1474 Dodson Dr.","","","","","Atlanta, GA 30311-3246 USA","Atlanta","GA","30311-3246","United States","","","","","","","","Kenya G. Williams","","","",""
"IKRVZH419421404","Boson Books","3905 Meadow Field Ln.","","","","","Raleigh, NC 27606 USA","Raleigh","NC","27606","United States","919","(919)233-8164","","(919)233-8578","cm@cmonline.com","http://www.bosonbooks.com","1320000","Stephen Vivian","Nancy McAllister","David Mcallister","",""
"ZXYETP208509693","Boston & Maine Railroad Historical Society","PO Box 469","","","","","Derry, NH 03038-0469 USA","Derry","NH","03038-0469","United States","978","(978)454-3600","","","bmrrhs@gmail.com","http://www.bmrrhs.org","3000","Russ Munroe, Jr.","Richard Nichols","Paul Kosiolek","Paul Kosciolek","Mike Basile, Jr."
"FGQTRW978079223","Boston Mills Press Inc.","132 Main St.","","","","","Erin, ON, Canada N0B 1T0","Erin","ON","N0B 1T0","Canada","1; 519","(519)833-2407","","(519)833-2195","books@bostonmillspress.com","","1600000","Ron Brown","Noel Hudson","Kathy Fraser","John Denison","George Fischer"
"ZVTJJQ387926368","Botanical Research Institute of Texas","500 E 4th St.","","","","","Fort Worth, TX 76102-4060 USA","Fort Worth","TX","76102-4060","United States","817","(817)332-4441","","(817)332-4112","jsecrest@brit.org","http://www.brit.org","","Patricia Harrison","Judy Jones","Barney Lipscomb","Will McClatchey","Tammie L. Crole"
"XBRMFP450184062","Bottom Dog Press","1 University Dr.","","","","","Huron, OH 44839-9719 USA","Huron","OH","44839-9719","United States","419","(419)433-5560","","(419)616-3966","lsmithdog@smithdocs.net","http://www.smithdocs.net","16000","Nan Byrne","John Panza","JeffVande Zande","Allen Frost",""
"AWGVOC167046378","Boulden Publishing","30 Oregon St.","","","","","Weaverville, CA 96093 USA","Weaverville","CA","96093","United States","530","(530)623-5399","800-238-8433","(530)623-5525","help@bouldenpublishing.com","http://www.bouldenpublishing.com","","Jim Boulden","","","",""
"XBOOVA090569662","Bowery Books","310 Bowery(between Houston and Bleecker)","","","","","New York, NY 10012 USA","New York","NY","10012","United States","","","","","info@boweryartsandscience.org","http://www.boweryartsandscience.org","","Bob Holman","Carter Edwards","Ariel Yelen","Liz Peters","Nikhil Melnechuk"
"PRNOSR599926174","Bowls Canada Boulingrin","720 Belfast Rd., Ste. 207","","","","","Ottawa, ON, Canada K1G 0Z5","Ottawa","ON","K1G 0Z5","Canada","613","(613)244-0021","800-567-2695","(613)244-0041","office@bowlscanada.com","http://www.bowlscanada.com","1246000","Terry O'Neil","Shirley Lenarduzzi","Merle Ackerman","Ian Tyzzer","Gary Robinson"
"PDEKFY684491864","Bowman Books","2 Middle Grove Rd.","","","","","Greenfield Center, NY 12833 USA","Greenfield Center","NY","12833","United States","518","(518)584-1728","","(518)583-9741","nudatlog@earthlink.net","http://www.josephbruchac.com","","Joseph Bruchac, III","James Bruchac","","",""
"RXXLDG661532332","The Bowser Report","PO Box 6278","","","","","Newport News, VA 23606 USA","Newport News","VA","23606","United States","757","(757)877-5979","","(757)595-0622","customerservice@thebowserreport.com","http://www.thebowserreport.com","","","","","",""
"MRMDRA505817091","Bow Tie Press","3 Burroughs","","","","","Irvine, CA 92618-2804 USA","Irvine","CA","92618-2804","United States","949","(949)855-8822","888-738-2665","(949)458-3856","","","","Lisa Macdonald","Karla Austin","Kristin Mehus-Roe","",""
"VCHSSE435569023","Boy King Publishing Co.","28 E Jackson Bldg., Ste. 10-B878","","","","","Chicago, IL 60604 USA","Chicago","IL","60604","United States","","","","","boykingpublishing@boykingpublishing.com","","","","","","",""
"IFLSXG874274025","Boy Scouts of America","PO Box 152079","","","","","Irving, TX 75015-2079 USA","Irving","TX","75015-2079","United States","972","(972)580-2000","","","","http://www.scouting.org","2031848000","","","","",""
"DWWMRX670159743","Boys Town Press","14100 Crawford St.","","","","","Boys Town, NE 68010 USA","Boys Town","NE","68010","United States","402","(402)498-1334","800-282-6657","(402)498-1310","btpress@boystown.org","http://www.boystownpress.org","1700000","William J. Kimberling","Shrawan Kumar","","",""
"MOYHIC393522264","Braddock Communications Inc.","12816 Willow Glen Ct.","","","","","Herndon, VA 20171-0720 USA","Herndon","VA","20171-0720","United States","703","(703)390-5870","","","bradcom@aol.com","http://www.braddockcom.com","750000","Jason L. Stern","Donald L. Miller","Christine C. Stern","Bruce Edwards","Bonnie A. Stern"
"IUPHEY552928322","Bradley Communications","390 Reed Rd.","","","","","Broomall, PA 19008 USA","Broomall","PA","19008","United States","484","(484)477-4220","","(610)541-8201","info@rtir.com","http://www.rtironline.com","","John F. Kennedy","Gilbert Fleming","William Harrison","Steve Harrison",""
"GJHPUG346702055","BradyGames","800 E 96th St., 3rd Fl.","","","","","Indianapolis, IN 46240 USA","Indianapolis","IN","46240","United States","317","(317)428-3000","800-571-5840","(317)428-3029","","http://www.bradygames.com","","Stacey Beheler","Rachel Wolfe","Mike Degler","Autumne Bruce","Jennifer Sims"
"QMRJCP648661821","Bradypress","Nebraska Book Arts Ctr., University of Nebraska at Omaha","60th & Dodge St.","Weber Fine Arts, Rm. 124","","","Omaha, NE 68182-0173 USA","Omaha","NE","68182-0173","United States","402","(402)554-2773","","(402)554-3215","","http://www.unomaha.edu/nbac/dbhome.html","","Denise E. Brady","John Bartle","Denise Brady","",""
"QBJELN691192438","Braemar Books","7420 SW Pointer Rd.","","","","","Portland, OR 97225-3738 USA","Portland","OR","97225-3738","United States","503","(503)292-4226","","","","","47000","Grayce M. Steller","Craig W. Pattillo","","",""
"MXNEVU414287138","Bragg Health Science","199 Winchester Canyan Rd.","","","","","Goleta, CA 93117 USA","Goleta","CA","93117","United States","805","(805)968-1020","800-446-1990","(805)968-1001","info@bragg.com","http://www.bragg.com","410000","Paul C. Bragg","Paul Wenner","John Scharffenberg","Jack LaLanne","Colin Campbell"
"UODRSD106817593","Braille Company Inc.","65-B Town Hall Sq.","","","","","Falmouth, MA 02540-2754 USA","Falmouth","MA","02540-2754","United States","508","(508)540-0800","","(508)548-6116","braillinc@capecod.net","http://home.capecod.net/~braillinc","7200000","Josie P. Little","","","",""
"GCOBQO054731178","Brain Injury Association of Indiana","9531 Valparaiso Ct., Ste. A","","","","","Indianapolis, IN 46268 USA","Indianapolis","IN","46268","United States","317","(317)356-7722","866-854-4246","(317)802-1768","info@biai.org","http://www.biai.org","773000","","","","",""
"EOCXQM935320510","Brain Sync","1122 Old Hwy. 99 S","","","","","Ashland, OR 97520 USA","Ashland","OR","97520","United States","541","(541)488-8078","800-444-7962","(541)488-7870","info@brainsync.com","http://www.brainsync.com","14000000","Tanya Aziere","Kelly Howell","Jan Hale","",""
"ALYTAB613714048","Brain Technologies Corp.","PO Box 358655","","","","","Gainesville, FL 32635 USA","Gainesville","FL","32635","United States","352","(352)792-1036","","(888)639-2814","info@braintechnologies.com","http://www.braintechnologies.com","","Sherry Lynch","Dudley Lynch","Brian Lundquist","",""
"WUWRVC850361246","Branden Publishing Co.","PO Box 812094","","","","","Wellesley, MA 02482 USA","Wellesley","MA","02482","United States","781","(781)235-3634","","(781)790-1056","","http://www.brandenbooks.com","1562000","","","","",""
"VJLVVO566194880","Branyan Press","PO Box 764","","","","","Elburn, IL 60119-0764 USA","Elburn","IL","60119-0764","United States","312","(312)442-7907","","","ukczech@aol.com","","476000","Eileen Milne","","","",""
"ZSEOVK414444817","B.R.A.T. Publishing Co.","604 Kiowa Dr. E","","","","","Lake Kiowa, TX 76240 USA","Lake Kiowa","TX","76240","United States","940","(940)665-8451","","","","","","Towana E. Wilson","Donald L. Stafford","","",""
"JHVVON116499545","Brava","119 W 40th St.","","","","","New York, NY 10018 USA","New York","NY","10018","United States","212","(212)407-1573","800-221-2647","(212)935-0699","marketing@kensingtonbooks.com","http://www.kensingtonbooks.com","","Steven Zacharius","Maureen Cuddy","Linda Villarosa","Laurie Parkin","Kate Duffy"
"UYAFUU875356633","Bravo Editions","1081 Trafalgar St.","","","","","Teaneck, NJ 07666 USA","Teaneck","NJ","07666","United States","201","(201)836-5922","","","","","11000","John Cowen","","","",""
"TAICWQ085754498","Brazilian-American Chamber of Commerce","509 Madison Ave., Ste. 304","","","","","New York, NY 10022 USA","New York","NY","10022","United States","212","(212)751-4691","","(212)751-7692","","http://www.brazilcham.com","857000","Sergio Millerman","John D. Landers","Vicente J. Bonnard","Renata Neeser","James J. Quinn"
