Information here is subject to the policy as set forth by Gale in the terms and conditions found here: https://support.gale.com/terms/

Search Terms, "Directory Title ("Gale Directory of Publications and Broadcast Media") And Edition (154)  LIMITS: Database (Gale Directory of Publications and Broadcast Media)"

Document Number,Entity Name,Main Address - Street1,Main Address - Street2,Main Address - Street3,Main Address - Street4,Main Address - Street5,Composed City,City,State Code,Zip Code,Country,Telephone Area Code,Telephone Number,Toll Free Number,Fax Number,Organization Email Address,Organization Website URL
"OEPBYS647332331","Antenna5 - Pesocan 101.9","Tetovska 35","","","","","91000 Skopje, Macedonia","Skopje","","91000","Macedonia","","389 2 311-1911","","","","http://www.antenna5.com.mk/about.aspx#Broadcast; http://www.antenna5.com.mk"
"XUJNCO896183400","Antenna5 - Popova Sapka 106.9","Tetovska 35","","","","","91000 Skopje, Macedonia","Skopje","","91000","Macedonia","","389 2 311-1911","","","","http://www.antenna5.com.mk/about.aspx#Broadcast; http://www.antenna5.com.mk"
"ROOXUZ730150384","Antenna5 - Stracin 105.5","Tetovska 35","","","","","91000 Skopje, Macedonia","Skopje","","91000","Macedonia","","389 2 311-1911","","","","http://www.antenna5.com.mk/about.aspx#Broadcast; http://www.antenna5.com.mk"
"QTRDSP795384408","Antenna5 - Struga 92.0","Tetovska 35","","","","","91000 Skopje, Macedonia","Skopje","","91000","Macedonia","","389 2 311-1911","","","","http://www.antenna5.com.mk/about.aspx#Broadcast; http://www.antenna5.com.mk"
"OVGMPW723646314","Antenna5 - Strumica 91.9","Tetovska 35","","","","","1000 Skopje, Macedonia","Skopje","","1000","Macedonia","","","","","","http://www.antenna5.com.mk/about.aspx#Broadcast; http://www.antenna5.com.mk"
"XXZGSI662532987","Antennas and Wireless Propagation Letters","IEEE Operations Ctr.","445 Hoes Ln.","","","","Piscataway, NJ 08854 USA","Piscataway","NJ","08854","United States","732","(732)562-3927","","(732)235-1626","eds@ieee.org","http://ieeexplore.ieee.org/xpl/RecentIssue.jsp?punumber=7727"
"XLOZTZ400359531","Antenne Thuringen-FM","Belvederer Allee 25","","","","","99425 Weimar, Germany","Weimar","","99425","Germany","","49 3643 5525-52","8005-552550","49 3643 5524-44","kontakt@antennethueringen.de; studio@antennethueringen.de; redaktion@antennethueringen.de","http://www.antennethueringen.de"
"TCUDIP306764625","Anthropological Forum","711 3rd Ave., 8th Fl.","","","","","New York, NY 10017 USA","New York","NY","10017","United States","","","","","book.orders@tandf.co.uk; info@routledge.com; informalaw@routledge.com","http://www.tandfonline.com/toc/canf20/current; http://www.tandfonline.com/loi/canf20"
"OISGMK684589374","Anthropological Linguistics","130/170 E Kirkwood Ave.","","","","","Bloomington, IN 47405-7100 USA","Bloomington","IN","47405-7100","United States","812","(812)855-4123","","(812)855-7529","anthling@indiana.edu","http://www.indiana.edu/~anthling; http://www.indiana.edu/~aisri/publications/anth_linguistics.html"
"GEIUTD897770212","Anthropological Quarterly","2110 G St.","","","","","NW Washington, WA 20052 USA","NW Washington","WA","20052","United States","","","","","","http://aq.gwu.edu"
"IWZMTN914305296","Anthropological Theory","1 Oliver's Yard, 55 City Rd.","","","","","London EC1Y 1SP, United Kingdom","London","","EC1Y 1SP","United Kingdom","","44 20 732-485-00","","","info@academicmarketing.co.za; market@sagepub.co.uk; info@footprint.com.au; orders@sagepub.co.uk; onlinesupport@sagepub.co.uk","http://ant.sagepub.com"
"YOVQYF434024874","Anthropology & Archeology of Eurasia","711 3rd Ave., 8th Fl.","","","","","New York, NY 10017 USA","New York","NY","10017","United States","","","","","book.orders@tandf.co.uk; info@routledge.com; informalaw@routledge.com","http://www.tandfonline.com/toc/maae20/current"
"QPQDVE962933246","Anthropology Now","2845 Wilderness Pl., Ste. 200","","","","","Boulder, CO 80301 USA","Boulder","CO","80301","United States","","","","","",""
"DZPGQE629387622","Anthropology Open Access","5911 Oak Ridge Way","","","","","Lisle, IL 60532 USA","Lisle","IL","60532","United States","630","(630)397-0234","","","contact@gavinpublishers.org","http://gavinpublishers.com/portfolio/anthropology-open-access"
"DFPBWC066698458","Anthropos","Arnold-Janssen-Strasse 20","","","","","53754 Sankt Augustin, Germany","Sankt Augustin","","53754","Germany","","49 2241 2373-18","","49 2241 2374-91","communications@svdcuria.org; formation@svdcuria.org","http://www.anthropos.eu/anthropos; http://www.anthropos.eu/anthropos/index.php?navid=1253033999001"
"HCXCCC527999267","Anthrozoos","80 State St.","","","","","Albany, NY 12207-2543 USA","Albany","NY","12207-2543","United States","","","","","education@routledge.com; sales@tandf.com.sg; online.sales@tandf.co.uk; book.orders@tandf.co.uk; informalaw@routledge.com","http://isaz.net/anthrozoos.html; http://www.tandfonline.com/toc/rfan20/current#.VkpiWNIrK2w"
"XAJPRY359347028","Antibiotics","St. Alban-Anlage 66","","","","","4052 Basel, Switzerland","Basel","","4052","Switzerland","","41 61 683 77 34","","41 61 302 89 18","","http://www.mdpi.com/journal/antibiotics"
"KBSUWZ565067301","Anticancer Research","1st km Kapanddritiou-Kalamou Rd.","","","","","19014 Kapandriti, Greece","Kapandriti","","19014","Greece","","30 2295 052945","","30 2295 053389","journals@iiar-anticancer.org","http://iiar-anticancer.org; http://iiar-anticancer.org/home-anticancer-research"
"LMVZLG979938762","Antietam Cable TV","1000 Willow Cir.","","","","","Hagerstown, MD 21740 USA","Hagerstown","MD","21740","United States","301","(301)797-5000","","","info@antietamcable.com","http://www.antietamcable.com; http://www.schurz.com"
"IHUTYZ398119303","Antigo Daily Journal","612 Superior St.","","","","","Antigo, WI 54409 USA","Antigo","WI","54409","United States","715","(715)623-4191","","(715)623-4193","","http://www.antigodailyjournal.com"
"QELFCF853441079","Antimicrobial Agents and Chemotherapy","1752 N St. NW","","","","","Washington, DC 20036-2904 USA","Washington","DC","20036-2904","United States","202","(202)942-9207","","(202)942-9333","service@asmusa.org","http://aac.asm.org"
"NXXITX586640595","Antimicrobial Resistance & Infection Control","236 Gray's Inn Rd., Fl. 6","","","","","London WC1X 8HB, United Kingdom","London","","WC1X 8HB","United Kingdom","","44 20 319-220-00","","44 20 319-220-10","info@biomedcentral.com","http://aricjournal.biomedcentral.com"
"LIUVIO331351877","Antique & Collectables","700 E State St.","","","","","Iola, WI 54990 USA","Iola","WI","54990","United States","715","(715)445-2214","800-258-0929","","","http://www.krausebooks.com/antique-trader-antiques-and-collectibles-price-guide-2014-group"
"SJOIKY660683044","Antique Automobile","501 W Governor Rd.","","","","","Hershey, PA 17033 USA","Hershey","PA","17033","United States","717","(717)534-1910","","(717)534-9101","","http://www.aaca.org/Publications/antique-automobile-magazine.html"
"GOYWRE728692394","Antique Collecting","Sandy Ln.","Old Martlesham","","","","Woodbridge IP12 4SD, United Kingdom","Woodbridge","","IP12 4SD","United Kingdom","","44 1394 389950","","44 1394 389999","sales@antique-acc.com; uksales@accpublishinggroup.com","http://www.antique-collecting.co.uk; http://www.accartbooks.com/uk/antique-collecting-magazine/"
"KIONOQ916945380","Antiques and the Arts Weekly","PO Box 5503","","","","","Newtown, CT 06470-5503 USA","Newtown","CT","06470-5503","United States","203","(203)426-3141","","(203)426-5169","antiques@thebee.com","http://antiquesandthearts.com"
"DBUCVT719223292","Antiques Info","PO Box 93","","","","","Broadstairs CT10 3YR, United Kingdom","Broadstairs","","CT10 3YR","United Kingdom","","","","","","http://www.antiques-info.co.uk/new/index.php"
"ZMRYJX019325524","Antiques News & Fairs","PO Box 3369","","","","","Chippenham SN15 9DU, United Kingdom","Chippenham","","SN15 9DU","United Kingdom","","44 1225 743-647","","","antiquesnews@hotmail.com","http://www.antiquesnews.co.uk"
"ZNVXSE562742042","Antique Studebaker Review","PO Box 1715","","","","","Maple Grove, MN 55311-6715 USA","Maple Grove","MN","55311-6715","United States","763","(763)420-7829","","","","http://www.theantiquestudebakerclub.com/reviewmag/reviewmagprimary.htm"
"DBDDBM421463081","Anti-Trafficking Review","191/41, Sivalai Condominium, 6th Fl.","Soi 33, Itsaraphap Rd.","Bangkok-yai","","","Bangkok 10600, Thailand","Bangkok","","10600","Thailand","","","","","gaatw@gaatw.org","http://www.antitraffickingreview.org"
"ZHGGTX657471936","Antitrust Law Journal","321 N Clark St.","","","","","Chicago, IL 60654 USA","Chicago","IL","60654","United States","312","(312)988-5000","800-285-2221","","","http://www.americanbar.org/groups/antitrust_law/publications/antitrust_law_journal.html"
"KWQIZE995715335","Antrim Times","22 Ballymoney St.","","","","","Ballymena BT43 6AL, United Kingdom","Ballymena","","BT43 6AL","United Kingdom","","44 28 25653300","","","enquiries@johnstonpress.co.uk","http://www.antrimtimes.co.uk"
"WKMQFP843897092","Anxiety, Stress and Coping","80 State St.","","","","","Albany, NY 12207-2543 USA","Albany","NY","12207-2543","United States","","","","","education@routledge.com; sales@tandf.com.sg; online.sales@tandf.co.uk; book.orders@tandf.co.uk; informalaw@routledge.com","http://www.tandfonline.com/toc/gasc20/current; http://www.star-society.org/html/star_journal.html"
"GGSOPQ035107991","AOSA Foresight","243 N Lindbergh, Ste. 311","","","","","Saint Louis, MO 63141 USA","Saint Louis","MO","63141","United States","314","(314)983-4231","","","","http://www.theaosa.org/aosa-exclusives/351-2"
"TEXBGK777198676","The Apache County Reporter","PO Box 867","","","","","Eagar, AZ 85925-0867 USA","Eagar","AZ","85925-0867","United States","","","800-648-3921","","",""
"OLUDTL508827919","Apache Junction Independent","2066 W Apache Trl., Ste. 110","","","","","Apache Junction, AZ 85120 USA","Apache Junction","AZ","85120","United States","480","(480)982-7799","","","ajeditor@newszap.com","http://apachejunctionindependent.com"
"IJJFIO588053886","APA Monitor","750 1st St. NE","","","","","Washington, DC 20002-4242 USA","Washington","DC","20002-4242","United States","202","(202)336-5500","800-374-2721","","",""
"KZBBJA498098380","APARTMENT FINANCE TODAY","1 Thomas Cir. NW, Ste. 600","","","","","Washington, DC 20005 USA","Washington","DC","20005","United States","202","(202)452-0800","","(202)785-1974","","http://www.multifamilyexecutive.com/magazine/apartment-finance-today"
"TPCNUJ907452304","Aphasiology","325 Chestnut St., Ste. 800","","","","","Philadelphia, PA 19106-2608 USA","Philadelphia","PA","19106-2608","United States","215","(215)625-8900","800-354-1420","","online.sales@tandf.co.uk; orders@taylorandfrancis.com; enquiry@tandf.co.uk","http://tandfonline.com/toc/paph20/current#.VPp_B3yUdA0"
"JSPVSG152995545","APIC American Journal of Infection Control","1400 Crystal Dr., Ste. 900","","","","","Arlington, VA 22202 USA","Arlington","VA","22202","United States","202","(202)789-1890","","(202)789-1899","info@apic.org","http://www.apic.org/professional-practice/ajic; http://www.apic.org/Member-Services/publications/AJIC"
"NPFNHY361626015","APICS-The Performance Advantage","506 Roswell St., Ste. 220","","","","","Marietta, GA 30060 USA","Marietta","GA","30060","United States","770","(770)431-0867","888-303-5639","","lpi@lionhrtpub.com","http://lionheartpub.com/publications.html"
"RQMMDJ261993926","Apogee Photo Magazine","International House,24 Holborn Viaduct","","","","","City Of London EC1A 2BN, United Kingdom","City Of London","","EC1A 2BN","United Kingdom","","","","","","http://www.apogeephoto.com"
"VPDANR710134756","The Apopka Chief","439 W Main St.","","","","","Apopka, FL 32712 USA","Apopka","FL","32712","United States","407","(407)886-2777","","(407)889-4121","news@theapopkachief.com; classifieds@theapopkachief.com; photos@theapopkachief.com; forms@theapopkachief.com; subscriptions@theapopkachief.com","http://theapopkachief.com"
"TMVEOW531916919","APOS Psycho-Oncology","5034A Thoroughbred Ln.","","","","","Brentwood, TN 37027 USA","Brentwood","TN","37027","United States","434","(434)293-5350","866-276-7443","(434)977-1856","info@apos-society.org","http://apos-society.org/APOS/Professionals/Journal.aspx"
"PPHLJM996823779","Appalachian Educational Communication Corp.","PO Box 2061","","","","","Bristol, TN 37621-2061 USA","Bristol","TN","37621-2061","United States","","","","","contact@whcbradio.com","http://www.whcbradio.com"
"TLDTFL987407531","APPA Public Power","2451 Crystal Dr., Ste. 1000","","","","","Arlington, VA 22202-4804 USA","Arlington","VA","22202-4804","United States","202","(202)467-2900","","","news@publicpower.org","http://www.publicpower.org/Media/magazine/?navItemNumber=37569"
"CMEUPV194055257","Appleton Press","241 W Snelling Ave.","","","","","Appleton, MN 56208 USA","Appleton","MN","56208","United States","320","(320)289-1323","","","news@appletonpress.com","http://www.mnnews.com/newspapers/appleton.html"
"MIAORX487516277","Applicable Analysis","c/o Robert P. Gilbert, Ed.-in-Ch.","Dept. of Mathematical science","","","","Newark, DE 19716 USA","Newark","DE","19716","United States","","","","","online.sales@tandf.co.uk; orders@taylorandfrancis.com; enquiry@tandf.co.uk","http://www.tandfonline.com/toc/gapa20/current"
"DEBFGO012107800","Application and Theory of Computer Technology","54 James St.","","","","","Liverpool L1 0AB, United Kingdom","Liverpool","","L1 0AB","United Kingdom","","","","","atct@archyworld.com","http://www.archyworld.com/journals/index.php/atct/index"
"XKEVWP856623016","The Application of Clinical Genetics","Beechfield House","Winterton Way","","","","Macclesfield SK11 0JL, United Kingdom","Macclesfield","","SK11 0JL","United Kingdom","","44 1625 509-130","","44 1625 617-933","reprints@dovepress.com","http://www.dovepress.com/the-application-of-clinical-genetics-journal"
"FYZUXR599565537","Applied and Computational Harmonic Analysis","Radarweg 29","","","","","1043 NX Amsterdam, Netherlands","Amsterdam","","1043 NX","Netherlands","","31 20 485-2222","","31 20 485-2032","amsterdam@relx.com; accommodations@relx.com; corporate.responsibility@relx.com; press.office@relx.com; london@relx.com; environmental.challenge@relx.com","http://www.journals.elsevier.com/applied-and-computational-harmonic-analysis"
"CTVNGQ974262965","Applied Artificial Intelligence","325 Chestnut St., Ste. 800","","","","","Philadelphia, PA 19106-2608 USA","Philadelphia","PA","19106-2608","United States","215","(215)625-8900","800-354-1420","","online.sales@tandf.co.uk; orders@taylorandfrancis.com; enquiry@tandf.co.uk","http://www.tandfonline.com/toc/uaai20/current"
"AQLBMD116438769","Applied Bioinformatics","41 Centorian Dr.","","","","","Mairangi Bay 0754, New Zealand","Mairangi Bay","","0754","New Zealand","","","","","","http://trove.nla.gov.au/work/20352142?q%26versionId=24053824"
"ESBIRI736374209","Applied Bionics and Biomechanics","Nieuwe Hemweg 6B","","","","","1013 BG Amsterdam, Netherlands","Amsterdam","","1013 BG","Netherlands","","31 206-883355","","31 206-870019","abb@hindawi.com","http://www.iospress.nl/journal/applied-bionics-and-biomechanics"
"PKPNGY656407306","Applied Cognitive Psychology","c/o Graham Davies, Ed.-in-Ch.","School of Psychology","University of Leicester","106 New Walk","","Leicester LE1 7EA, United Kingdom","Leicester","","LE1 7EA","United Kingdom","","","","","enquiry@wiley.com.sg","http://onlinelibrary.wiley.com/journal/10.1002/(ISSN)1099-0720; http://as.wiley.com/WileyCDA/WileyTitle/productCd-ACP.html"
"LGWHUX365996897","Applied Computing Technologies","30233 Jefferson Ave.","","","","","Saint Clair Shores, MI 48082 USA","Saint Clair Shores","MI","48082","United States","586","(586)415-6500","","(586)415-4882","",""
"FOHGUD002794418","Applied Econometrics and International Development","Faculty of Economics, Rm. 119-B","University of Santiago de Compostela","","","","15782 Santiago de Compostela, Spain","Santiago de Compostela","","15782","Spain","","34 981 563100","","","eccgs@usc.es","http://www.usc.es/economet/aeid.htm"
"CUQGLM360410707","Applied Economic Perspectives and Policy","555 E Wells St., Ste. 1100","","","","","Milwaukee, WI 53202 USA","Milwaukee","WI","53202","United States","414","(414)918-3190","","","uk@oup.com","http://aepp.oxfordjournals.org"
"TEXWFF892380474","Applied Economics","711 3rd Ave., 8th Fl.","","","","","New York, NY 10017 USA","New York","NY","10017","United States","","","","","book.orders@tandf.co.uk; info@routledge.com; informalaw@routledge.com","http://www.tandfonline.com/toc/raec20/current; http://www.diw.de/en/diw_02.c.102129.en/publications_and_events/publications/publications.html; http://ejournals.duncker-humblot.de/loi/aeq"
"GLOPUP734959825","Applied Geographic Studies","111 River St.","","","","","Hoboken, NJ 07030-5774 USA","Hoboken","NJ","07030-5774","United States","201","(201)748-6000","800-225-5945","(201)748-6088","info@wiley.com","http://onlinelibrary.wiley.com/journal/10.1002/(issn)1520-6319"
"EWENAE857586863","Applied Mathematical Modelling","Ste. 800, 230 Park Ave.","","","","","New York, NY 10169 USA","New York","NY","10169","United States","212","(212)989-5800","888-437-4636","(212)633-3990","support@elsevier.com","http://www.journals.elsevier.com/applied-mathematical-modelling"
