Information here is subject to the policy as set forth by Gale in the terms and conditions found here: https://support.gale.com/terms/

Search Terms, "Directory Title ("Encyclopedia of Associations: National Organizations of the U.S.") And Edition (57)  LIMITS: Database (Encyclopedia of Associations: National Organizations of the U.S...."

Document Number,Entity Name,Main Address - Street1,Main Address - Street2,Main Address - Street3,Main Address - Street4,Main Address - Street5,Composed City,City,State Code,Zip Code,Country,Telephone Area Code,Telephone Number,Toll Free Number,Fax Number,Organization Email Address,Organization Website URL
"PPMWLU627497736","Mexicans and Americans Thinking Together (MATT)","329 Old Guilbeau St.","","","","","San Antonio, TX 78204 USA","San Antonio","TX","78204","United States","210","(210)270-0300","","","","http://www.matt.org; http://www.facebook.com/MexicansAndAmericansThinkingTogether"
"JUYGWR354219196","Michael E. DeBakey International Surgical Society (MEDISS)","c/o Kenneth L. Mattox, MD, Secretary-Treasurer, 1 Baylor Plz.","","","","","Houston, TX 77030 USA","Houston","TX","77030","United States","713","(713)798-4557","","","redstart@aol.com","http://debakeysoc.com"
"NZDMLE529529193","Military Child Education Coalition (MCEC)","909 Mountain Lion Cir.","","","","","Harker Heights, TX 76548-5709 USA","Harker Heights","TX","76548-5709","United States","254","(254)953-1923","","(254)953-1925","info@militarychild.org","http://www.militarychild.org; http://www.facebook.com/MilitaryChild/?ref=page_internal; http://twitter.com/MilitaryChild"
"UFIDTP893305522","Mission K9 Rescue","PO Box 200754","","","","","San Antonio, TX 78220 USA","San Antonio","TX","78220","United States","713","(713)589-9362","","","bark@missionk9rescue.org","http://missionk9rescue.org; http://www.facebook.com/MissionK9; http://twitter.com/missionk9"
"DITLZZ691128869","Model A Ford Cabriolet Club (MAFCC)","PO Box 1487","","","","","Conroe, TX 77305-1487 USA","Conroe","TX","77305-1487","United States","936","(936)441-8209","","","larry-gwyn@consolidated.net","http://clubs.hemmings.com/modelacabriolet/index.html"
"HJZDQB413673581","Mohair Council of America (MCA)","233 W Twohig Ave.","","","","","San Angelo, TX 76903 USA","San Angelo","TX","76903","United States","325","(325)655-3161","800-583-3161","","mohair@mohairusa.com","http://www.mohairusa.com; http://www.facebook.com/Mohair-Council-of-America-496256180466037; http://www.linkedin.com/company/mohair-council-of-america; http://www.twitter.com/MohairUSA"
"HRCNCI853040659","Money Management International (MMI)","14141 Southwest Fwy., Ste. 1000","","","","","Sugar Land, TX 77478-3494 USA","Sugar Land","TX","77478-3494","United States","","","866-889-9347","","","http://www.moneymanagement.org; http://www.facebook.com/pages/Money-Management-International/115132725174089; http://twitter.com/moneymanagement"
"GOHYQP297982073","Mosquito Association, Inc.","c/o John R. Dichard, USAF Retired Editor","2202 County Rd. 331","","","","Nacogdoches, TX 75961 USA","Nacogdoches","TX","75961","United States","","","","","","http://www.mosquitokorea.org"
"CJTLSK548989900","Mozambique Development in Motion (MDiM)","3009 Mulholland St.","","","","","Highland Village, TX 75077 USA","Highland Village","TX","75077","United States","","","","","admin@mdim.org","http://mdim.org; http://www.facebook.com/helpmdim; http://twitter.com/helpmdim"
"OPJBIW628771619","Mulch and Soil Council (MSC)","7809 FM 179","","","","","Shallowater, TX 79363 USA","Shallowater","TX","79363","United States","806","(806)832-1810","","(806)832-5244","webmaster@mulchandsoilcouncil.org","http://www.mulchandsoilcouncil.org"
"URVFPV021829134","Music Distributors Association (MDA)","14070 Proton Rd., Ste. 100, LB 9","","","","","Dallas, TX 75244 USA","Dallas","TX","75244","United States","972","(972)233-9107","","(972)490-4219","office@musicdistributors.org","http://www.musicdistributors.org"
"HEQPUS838477190","NACE International","15835 Park Ten Pl.","","","","","Houston, TX 77084 USA","Houston","TX","77084","United States","281","(281)228-6200","","(281)228-6300","firstservice@nace.org","http://www.nace.org; http://www.facebook.com/NACEinternational; http://www.linkedin.com/company/nace-international; http://twitter.com/nacetweet"
"MYUHNR047793179","National 42 Players Association (N42PA)","c/o Charles Putegnat, 141 County Rd. 313","","","","","Sweeny, TX 77480 USA","Sweeny","TX","77480","United States","979","(979)201-3829","","","charlesp77@windstream.net","http://n42pa.webs.com"
"EOLHNB281225949","National Aircraft Resale Association (NARA)","PO Box 92013","","","","","Southlake, TX 76092 USA","Southlake","TX","76092","United States","","","866-284-4744","(866)447-1777","devri@naraaircraft.com","http://www.naraaircraft.com; http://www.facebook.com/National-Aircraft-Resale-Association-132929888660; http://www.linkedin.com/groups/2033523/profile; http://twitter.com/narajets"
"TMAJAF582880663","National Association of Catastrophe Adjusters (NACA)","PO Box 499","","","","","Alvord, TX 76225 USA","Alvord","TX","76225","United States","817","(817)498-3466","","","naca@nacatadj.org","http://www.nacatadj.info; http://www.facebook.com/NACAInc; http://www.linkedin.com/groups/3798559/profile; http://twitter.com/nacainc"
"OVGNBR353984886","National Association of Chamber Ambassadors (NACA)","PO Box 1198","","","","","Seminole, TX 79360 USA","Seminole","TX","79360","United States","","","800-411-6222","(432)758-6698","","http://www.chamberambassadors.com"
"VQYAHY060807561","National Association of Christian Women Entrepreneurs (NACWE)","2140 E Southlake Blvd., Ste. L-643","","","","","Southlake, TX 76092 USA","Southlake","TX","76092","United States","940","(940)247-0090","","","info@nacwe.org","http://nacwe.org; http://www.facebook.com/NACWE"
"VQJMIZ279504273","National Association of Freestanding Emergency Centers (NAFEC)","208 W 14th St.","","","","","Austin, TX 78701 USA","Austin","TX","78701","United States","","","","","info@nafeconline.org","http://www.nafeconline.org; http://twitter.com/FreestandingER"
"AKLTZU023479929","National Association of Healthcare Transport Management (NAHTM)","c/o Charlotte Cumbo","8802 Crown Jewel Dr.","","","","Richmond, TX 77469 USA","Richmond","TX","77469","United States","713","(713)563-7700","","","","http://www.nahtm.org"
"IIXAOK241144105","National Association of Latino Arts and Culture (NALAC)","1208 Buena Vista","","","","","San Antonio, TX 78207 USA","San Antonio","TX","78207","United States","210","(210)432-3982","","(210)432-3934","info@nalac.org","http://www.nalac.org; http://www.facebook.com/Nalac.arts1; http://twitter.com/nalac_arts"
"DDIGWJ369588314","National Association of Shooting Sports Athletes (NASSA)","2103 Wheaton Dr.","","","","","Richardson, TX 75081 USA","Richardson","TX","75081","United States","","","","","operations@nassa.org","http://www.nassa.org"
"TYNKNZ284277783","National Association of State Election Directors (NASED)","21946 Royal Montreal Dr., Ste. 100","","","","","Katy, TX 77450 USA","Katy","TX","77450","United States","281","(281)396-4314","","(281)396-4315","services@nased.org","http://www.nased.org"
"WBLNJY556344424","National Association of State Farm Agents (NASFA)","14070 Proton Rd., Ste. 100","","","","","Dallas, TX 75244 USA","Dallas","TX","75244","United States","972","(972)233-9107","","(972)490-4219","membership@nasfa.com","http://www.nasfa.com; http://www.facebook.com/nasfanow; http://www.twitter.com/nasfa1?lang=en"
"VQLANA101377206","National Association of Steel Pipe Distributors (NASPD)","1501 E Mockingbird Ln., Ste. 307","","","","","Victoria, TX 77904 USA","Victoria","TX","77904","United States","361","(361)574-7878","","(832)201-9479","info@naspd.com","http://www.naspd.com; http://www.facebook.com/NationalAssociationofSteelPipeDistributors; http://www.linkedin.com/company/3120174; http://twitter.com/pipedistributor"
"DUXDDL718137707","National Association of Women in Construction (NAWIC)","327 S Adams St.","","","","","Fort Worth, TX 76104 USA","Fort Worth","TX","76104","United States","817","(817)877-5551","800-552-3506","(817)877-0324","nawic@nawic.org","http://www.nawic.org/nawic/default.asp; http://www.facebook.com/nawicnational/"
"VSSGYQ385701853","National Black Police Association (NBPA)","320 South RL Thornton Frwy 230","","","","","Dallas, TX 75203 USA","Dallas","TX","75203","United States","214","(214)942-2022","855-879-6272","(855)879-6272","nationaloffice@blackpolice.org","http://www.blackpolice.org; http://www.facebook.com/NationalBPA?ref=hl; http://www.twitter.com/NationalBPA"
"NBKKNB981884184","National Career Pathways Network (NCPN)","PO Box 21689","","","","","Waco, TX 76702-1689 USA","Waco","TX","76702-1689","United States","254","(254)772-5095","800-518-1410","(254)776-2306","","http://www.ncpn.info; http://www.linkedin.com/groups/4966791/profile; http://twitter.com/#!/NCPNconference"
"MJPUEG799264572","National Catholic Committee on Scouting (NCCS)","1325 Walnut Hill Ln.","","","","","Irving, TX 75015-2079 USA","Irving","TX","75015-2079","United States","972","(972)580-2114","","(972)580-2535","nccs@scouting.org","http://www.nccs-bsa.org; http://www.facebook.com/nccs.bsa"
"ADPPVE054237899","National Corrugated Steel Pipe Association (NCSPA)","14070 Proton Rd., Ste. 100, LB 9","","","","","Dallas, TX 75244 USA","Dallas","TX","75244","United States","972","(972)850-1907","","(972)490-4219","info@ncspa.org","http://www.ncspa.org; http://www.linkedin.com/groups/4385286/profile; http://twitter.com/corrugatedsteel"
"RTKXRT603106532","National Council on Qualifications for the Lighting Professions (NCQLP)","PO Box 142729","","","","","Austin, TX 78714-2729 USA","Austin","TX","78714-2729","United States","512","(512)973-0042","","(512)973-0043","info@ncqlp.org","http://www.ncqlp.org"
"HQGEZI697442980","National Cutting Horse Association (NCHA)","260 Bailey Ave.","","","","","Fort Worth, TX 76107 USA","Fort Worth","TX","76107","United States","817","(817)244-6188","","(817)244-2015","","http://www.nchacutting.com; http://www.facebook.com/National-Cutting-Horse-Association-108486531190; http://twitter.com/nchalive"
"YIAWKQ555548303","National Eagle Scout Association (NESA)","Boy Scouts of America","1325 W Walnut Hill Ln.","","","","Irving, TX 75015-2079 USA","Irving","TX","75015-2079","United States","972","(972)580-2000","","","nesa@scouting.org","http://www.nesa.org; http://www.facebook.com/NationalEagleScoutAssociationBSA; http://www.linkedin.com/company/11039308"
"LTVFUX755262861","National Hispanic Institute (NHI)","PO Box 220","","","","","Maxwell, TX 78656 USA","Maxwell","TX","78656","United States","512","(512)357-6137","","(512)357-2206","info@nhimail.com","http://www.nationalhispanicinstitute.org; http://www.facebook.com/NHIHQ; http://twitter.com/nhi_news"
"ZMVMOA763633609","National Native American Veterans Association (NNAVA)","3903 County Rd. 382","","","","","San Antonio, TX 78253 USA","San Antonio","TX","78253","United States","","","","","info@nnava.org","http://www.nnava.org"
"HWVWTR103340081","National One Coat Stucco Association (NOCSA)","PO Box 121325","","","","","Arlington, TX 76012-1325 USA","Arlington","TX","76012-1325","United States","817","(817)460-3351","","(817)461-0686","nocsa@aol.com","http://www.nocsa.org"
"RQIAFU383566996","National Opera Association (NOA)","PO Box 60869","","","","","Canyon, TX 79016-0869 USA","Canyon","TX","79016-0869","United States","806","(806)651-2843","","(806)651-2958","","http://www.noa.org; http://www.facebook.com/National-Opera-Association-247986290094"
"LANXNQ300615699","National Ovarian Cancer Coalition (NOCC)","2501 Oak Lawn Ave., Ste. 435","","","","","Dallas, TX 75219 USA","Dallas","TX","75219","United States","214","(214)273-4200","888-682-7426","(214)273-4201","nocc@ovarian.org","http://www.ovarian.org; http://www.facebook.com/noccnational; http://www.twitter.com/NOCC_National"
"JPHFRP558954362","National Procurement Institute","PO Box 2774","","","","","Rockport, TX 78381 USA","Rockport","TX","78381","United States","702","(702)989-8095","866-877-7641","(702)967-0744","info@npiconnection.org","http://www.npiconnection.org; http://www.facebook.com/npiconnection; http://www.linkedin.com/groups/2203970; http://www.twitter.com/NPI_procurement"
"AEENAI017103990","National Puro Conjunto Music Association (NPCMA)","9200 Lockwood Springs Rd.","","","","","Manor, TX 78653 USA","Manor","TX","78653","United States","512","(512)853-0034","","","npcma@npcma.org","http://www.npcma.org"
"PWXQDZ698349804","National Reined Cow Horse Association (NRCHA)","1017 N Hwy. 377","","","","","Pilot Point, TX 76258 USA","Pilot Point","TX","76258","United States","940","(940)488-1500","","(940)488-1499","info@nrcha.com","http://nrcha.com; http://www.facebook.com/NRCHA"
"UXHJXC799370466","National Society of Artists (NSA)","PO Box 1885","","","","","Dickinson, TX 77539 USA","Dickinson","TX","77539","United States","","","","","","http://www.nsartists.org"
"WEUHOY156562970","National Sorghum Producers (NSP)","4201 N Interstate 27","","","","","Lubbock, TX 79403-7507 USA","Lubbock","TX","79403-7507","United States","806","(806)749-3478","800-658-9808","(806)749-9002","info@sorghumgrowers.com","http://www.sorghumgrowers.com; http://www.facebook.com/nationalsorghumproducers; http://twitter.com/SorghumGrowers"
"ARJHYO793933300","National Storm Shelter Association (NSSA)","c/o NSSA/Reese Technology Ctr.,1103 Fillmore Drive Bldg.250, Rm. 104","","","","","Lubbock, TX 79416 USA","Lubbock","TX","79416","United States","","","877-700-6772","(806)742-3446","info@nssa.cc","http://www.nssa.cc"
"KIHSHB078528728","National Toothpick Holder Collectors' Society (NTHCS)","PO Box 852","","","","","Archer City, TX 76351 USA","Archer City","TX","76351","United States","","","","","","http://nthcs.org"
"EVDHBB455458084","National Write Your Congressman (NWYC)","2435 N Central Expy., Ste. 300","","","","","Richardson, TX 75080 USA","Richardson","TX","75080","United States","214","(214)342-0299","","(214)324-2455","researchnwyc@nwyc.com","http://www.nwyc.com; http://www.facebook.com/NationalWYC; http://www.linkedin.com/company/742079; http://twitter.com/NWYC"
"VCOSKS650374869","New Hope for Cambodian Children (NHCC)","PO Box 690597","","","","","Killeen, TX 76549 USA","Killeen","TX","76549","United States","","","","","","http://www.newhopeforcambodianchildren.com; http://www.facebook.com/newhopeforcambodianchildren"
"WNDDBJ241177552","Non Commissioned Officers Association of the United States of America (NCOA)","9330 Corporate Dr., Ste. 701","","","","","Selma, TX 78154 USA","Selma","TX","78154","United States","210","(210)653-6161","800-662-2620","(210)637-3337","tkish@ncoausa.org","http://www.ncoausa.org"
"WJXLOX088876299","Numismatics International (NI)","PO Box 570842","","","","","Dallas, TX 75357-0842 USA","Dallas","TX","75357-0842","United States","","","","","secretary@numis.org","http://www.numis.org"
"YGIYKI383292636","One-Arm Dove Hunt Association (OADH)","PO Box 582","","","","","Olney, TX 76374 USA","Olney","TX","76374","United States","","","","","","http://www.onearmdovehunt.com"
"MAMVFN540865800","Operation Appreciation (OA)","Non-Commissioned Officers Association of the USA","9330 Corporate Dr., Ste. 701","","","","Selma, TX 78154 USA","Selma","TX","78154","United States","210","(210)653-6161","800-662-2620","(210)637-3337","","http://www.ncoausa.org; http://www.facebook.com/OperationAppreciationGA"
